timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.loiter_radius,previous.loiter_minor_radius,previous.loiter_orientation,previous.acceptance_radius,previous.alt_acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.loiter_direction_counter_clockwise,previous.loiter_pattern,previous.gliding_enabled,previous._padding0[0],previous._padding0[1],previous._padding0[2],current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.loiter_radius,current.loiter_minor_radius,current.loiter_orientation,current.acceptance_radius,current.alt_acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.loiter_direction_counter_clockwise,current.loiter_pattern,current.gliding_enabled,current._padding0[0],current._padding0[1],current._padding0[2],next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.loiter_radius,next.loiter_minor_radius,next.loiter_orientation,next.acceptance_radius,next.alt_acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.loiter_direction_counter_clockwise,next.loiter_pattern,next.gliding_enabled,next._padding0[0],next._padding0[1],next._padding0[2]
1777226214745000,1777226214745000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226214745000,47.399257901752264,8.545593742618262,0.0,0.0,0.0,498.0375,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,3,0,0,0,0,0,0,1777226214745000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226218297000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226226617000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226226625000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226226777000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226226977000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226227177000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226227377000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226227577000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
1777226227785000,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0,1777226218297000,47.399257426786875,8.5455940870921,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,nan,-1.0,nan,1,4,0,0,0,0,0,0,1777226218297000,nan,nan,0.0,0.0,0.0,0.0,nan,80.0,0.0,0.0,2.0,0.0,-1.0,nan,0,5,0,0,0,0,0,0
