timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
1777318620047000,0.0,0.0,0.01815379,0.0,0.9999588,0.0,0.0,0.009076771,0.0,0.0,-0.001,0,0
1777318620055000,0.0,0.0,0.018080274,0.0,0.9999591,0.0,0.0,0.009040014,0.0,0.0,-0.001,0,0
1777318620095000,0.0,0.0,0.01749458,0.0,0.99996173,0.0,0.0,0.008747178,0.0,0.0,-0.001,0,0
1777318620143000,0.0,0.0,0.016982673,0.0,0.99996394,0.0,0.0,0.008491235,0.0,0.0,-0.001,0,0
1777318620191000,0.0,0.0,0.017105829,0.0,0.99996346,0.0,0.0,0.008552811,0.0,0.0,-0.001,0,0
1777318620239000,0.0,0.0,0.017258588,0.0,0.9999628,0.0,0.0,0.008629188,0.0,0.0,-0.001,0,0
1777318620295000,0.0,0.0,0.01730834,0.0,0.99996257,0.0,0.0,0.008654062,0.0,0.0,-0.001,0,0
1777318620343000,0.0,0.0,0.016218062,0.0,0.9999671,0.0,0.0,0.008108942,0.0,0.0,-0.001,0,0
1777318620399000,0.0,0.0,0.015036243,0.0,0.99997175,0.0,0.0,0.007518051,0.0,0.0,-0.001,0,0
1777318620447000,0.0,0.0,0.014393907,0.0,0.9999741,0.0,0.0,0.007196892,0.0,0.0,-0.001,0,0
1777318620495000,0.0,0.0,0.0141206,0.0,0.9999751,0.0,0.0,0.0070602424,0.0,0.0,-0.001,0,0
1777318620543000,0.0,0.0,0.013987571,0.0,0.99997556,0.0,0.0,0.0069937287,0.0,0.0,-0.001,0,0
1777318620591000,0.0,0.0,0.013640623,0.0,0.99997675,0.0,0.0,0.0068202587,0.0,0.0,-0.001,0,0
1777318620639000,0.0,0.0,0.013235351,0.0,0.9999781,0.0,0.0,0.006617628,0.0,0.0,-0.001,0,0
1777318620695000,0.0,0.0,0.012905583,0.0,0.9999792,0.0,0.0,0.0064527467,0.0,0.0,-0.001,0,0
1777318620743000,0.0,0.0,0.012263383,0.0,0.9999812,0.0,0.0,0.0061316537,0.0,0.0,-0.001,0,0
1777318620791000,0.0,0.0,0.01194633,0.0,0.9999822,0.0,0.0,0.0059731295,0.0,0.0,-0.001,0,0
1777318620847000,0.0,0.0,0.01180101,0.0,0.9999826,0.0,0.0,0.005900471,0.0,0.0,-0.001,0,0
1777318620895000,0.0,0.0,0.012394663,0.0,0.9999808,0.0,0.0,0.0061972924,0.0,0.0,-0.001,0,0
1777318620943000,0.0,0.0,0.013115828,0.0,0.9999785,0.0,0.0,0.006557868,0.0,0.0,-0.001,0,0
1777318620991000,0.0,0.0,0.013469618,0.0,0.9999773,0.0,0.0,0.0067347586,0.0,0.0,-0.001,0,0
1777318621047000,0.0,0.0,0.0138323745,0.0,0.9999761,0.0,0.0,0.0069161323,0.0,0.0,-0.001,0,0
1777318621095000,0.0,0.0,0.013792056,0.0,0.9999762,0.0,0.0,0.0068959743,0.0,0.0,-0.001,0,0
1777318621143000,0.0,0.0,0.014478414,0.0,0.9999738,0.0,0.0,0.0072391443,0.0,0.0,-0.001,0,0
1777318621191000,0.0,0.0,0.015239581,0.0,0.999971,0.0,0.0,0.007619717,0.0,0.0,-0.001,0,0
1777318621239000,0.0,0.0,0.015786273,0.0,0.9999688,0.0,0.0,0.007893056,0.0,0.0,-0.001,0,0
1777318621295000,0.0,0.0,0.01545246,0.0,0.99997014,0.0,0.0,0.007726154,0.0,0.0,-0.001,0,0
1777318621343000,0.0,0.0,0.01502656,0.0,0.99997175,0.0,0.0,0.0075132092,0.0,0.0,-0.001,0,0
1777318621391000,0.0,0.0,0.014861694,0.0,0.9999724,0.0,0.0,0.0074307793,0.0,0.0,-0.001,0,0
1777318621439000,0.0,0.0,0.015445546,0.0,0.9999702,0.0,0.0,0.0077226963,0.0,0.0,-0.001,0,0
1777318621495000,0.0,0.0,0.016584411,0.0,0.9999656,0.0,0.0,0.008292112,0.0,0.0,-0.001,0,0
1777318621543000,0.0,0.0,0.017045736,0.0,0.9999637,0.0,0.0,0.008522766,0.0,0.0,-0.001,0,0
1777318621599000,0.0,0.0,0.01673458,0.0,0.999965,0.0,0.0,0.008367193,0.0,0.0,-0.001,0,0
1777318621647000,0.0,0.0,0.016330652,0.0,0.9999667,0.0,0.0,0.008165236,0.0,0.0,-0.001,0,0
1777318621695000,0.0,0.0,0.015965149,0.0,0.9999681,0.0,0.0,0.007982491,0.0,0.0,-0.001,0,0
1777318621743000,0.0,0.0,0.01543364,0.0,0.9999702,0.0,0.0,0.0077167437,0.0,0.0,-0.001,0,0
1777318621791000,0.0,0.0,0.014690655,0.0,0.999973,0.0,0.0,0.0073452624,0.0,0.0,-0.001,0,0
1777318621839000,0.0,0.0,0.013564644,0.0,0.999977,0.0,0.0,0.00678227,0.0,0.0,-0.001,0,0
1777318621895000,0.0,0.0,0.012477322,0.0,0.9999805,0.0,0.0,0.0062386207,0.0,0.0,-0.001,0,0
1777318621943000,0.0,0.0,0.011532651,0.0,0.9999834,0.0,0.0,0.005766295,0.0,0.0,-0.001,0,0
1777318621991000,0.0,0.0,0.010624534,0.0,0.9999859,0.0,0.0,0.0053122425,0.0,0.0,-0.001,0,0
1777318622047000,0.0,0.0,0.010006137,0.0,0.9999875,0.0,0.0,0.0050030476,0.0,0.0,-0.001,0,0
1777318622095000,0.0,0.0,0.008719141,0.0,0.9999905,0.0,0.0,0.004359557,0.0,0.0,-0.001,0,0
1777318622143000,0.0,0.0,0.007223697,0.0,0.9999935,0.0,0.0,0.0036118412,0.0,0.0,-0.001,0,0
1777318622191000,0.0,0.0,0.006211735,0.0,0.9999952,0.0,0.0,0.003105863,0.0,0.0,-0.001,0,0
1777318622247000,0.0,0.0,0.0058653983,0.0,0.9999957,0.0,0.0,0.0029326952,0.0,0.0,-0.001,0,0
1777318622295000,0.0,0.0,0.006299892,0.0,0.99999505,0.0,0.0,0.0031499409,0.0,0.0,-0.001,0,0
1777318622343000,0.0,0.0,0.0069586793,0.0,0.9999939,0.0,0.0,0.0034793327,0.0,0.0,-0.001,0,0
1777318622391000,0.0,0.0,0.0074410317,0.0,0.9999931,0.0,0.0,0.0037205073,0.0,0.0,-0.001,0,0
1777318622447000,0.0,0.0,0.008045304,0.0,0.9999919,0.0,0.0,0.0040226406,0.0,0.0,-0.001,0,0
1777318622495000,0.0,0.0,0.008520131,0.0,0.99999094,0.0,0.0,0.0042600525,0.0,0.0,-0.001,0,0
1777318622543000,0.0,0.0,0.00889296,0.0,0.9999901,0.0,0.0,0.0044464655,0.0,0.0,-0.001,0,0
1777318622591000,0.0,0.0,0.0088276155,0.0,0.9999903,0.0,0.0,0.0044137943,0.0,0.0,-0.001,0,0
1777318622647000,0.0,0.0,0.009481726,0.0,0.99998873,0.0,0.0,0.0047408454,0.0,0.0,-0.001,0,0
1777318622695000,0.0,0.0,0.010146589,0.0,0.9999871,0.0,0.0,0.005073273,0.0,0.0,-0.001,0,0
1777318622743000,0.0,0.0,0.010640346,0.0,0.9999859,0.0,0.0,0.0053201485,0.0,0.0,-0.001,0,0
1777318622791000,0.0,0.0,0.010420695,0.0,0.9999864,0.0,0.0,0.0052103237,0.0,0.0,-0.001,0,0
1777318622839000,0.0,0.0,0.010150957,0.0,0.9999871,0.0,0.0,0.0050754566,0.0,0.0,-0.001,0,0
1777318622895000,0.0,0.0,0.010197191,0.0,0.999987,0.0,0.0,0.0050985734,0.0,0.0,-0.001,0,0
1777318622943000,0.0,0.0,0.010939315,0.0,0.99998504,0.0,0.0,0.0054696305,0.0,0.0,-0.001,0,0
1777318622991000,0.0,0.0,0.011416886,0.0,0.9999837,0.0,0.0,0.0057084123,0.0,0.0,-0.001,0,0
1777318623039000,0.0,0.0,0.011593468,0.0,0.9999832,0.0,0.0,0.0057967016,0.0,0.0,-0.001,0,0
1777318623095000,0.0,0.0,0.011530751,0.0,0.9999834,0.0,0.0,0.0057653445,0.0,0.0,-0.001,0,0
1777318623143000,0.0,0.0,0.011379105,0.0,0.9999838,0.0,0.0,0.005689522,0.0,0.0,-0.001,0,0
1777318623191000,0.0,0.0,0.011312475,0.0,0.999984,0.0,0.0,0.0056562074,0.0,0.0,-0.001,0,0
1777318623239000,0.0,0.0,0.011536709,0.0,0.9999834,0.0,0.0,0.0057683233,0.0,0.0,-0.001,0,0
1777318623295000,0.0,0.0,0.01172806,0.0,0.9999828,0.0,0.0,0.005863997,0.0,0.0,-0.001,0,0
1777318623343000,0.0,0.0,0.012076599,0.0,0.99998176,0.0,0.0,0.006038263,0.0,0.0,-0.001,0,0
1777318623391000,0.0,0.0,0.012484792,0.0,0.9999805,0.0,0.0,0.0062423563,0.0,0.0,-0.001,0,0
1777318623439000,0.0,0.0,0.012604131,0.0,0.99998015,0.0,0.0,0.0063020247,0.0,0.0,-0.001,0,0
1777318623495000,0.0,0.0,0.012508567,0.0,0.99998045,0.0,0.0,0.0062542437,0.0,0.0,-0.001,0,0
1777318623543000,0.0,0.0,0.01231435,0.0,0.99998105,0.0,0.0,0.006157136,0.0,0.0,-0.001,0,0
1777318623591000,0.0,0.0,0.0118271345,0.0,0.99998254,0.0,0.0,0.0059135333,0.0,0.0,-0.001,0,0
1777318623639000,0.0,0.0,0.0112487255,0.0,0.9999842,0.0,0.0,0.005624333,0.0,0.0,-0.001,0,0
1777318623695000,0.0,0.0,0.010950298,0.0,0.999985,0.0,0.0,0.005475122,0.0,0.0,-0.001,0,0
1777318623743000,0.0,0.0,0.011277538,0.0,0.9999841,0.0,0.0,0.005638739,0.0,0.0,-0.001,0,0
1777318623791000,0.0,0.0,0.011660502,0.0,0.999983,0.0,0.0,0.0058302185,0.0,0.0,-0.001,0,0
1777318623847000,0.0,0.0,0.012109861,0.0,0.99998164,0.0,0.0,0.006054894,0.0,0.0,-0.001,0,0
1777318623895000,0.0,0.0,0.012630542,0.0,0.99998003,0.0,0.0,0.0063152295,0.0,0.0,-0.001,0,0
1777318623943000,0.0,0.0,0.013108637,0.0,0.99997854,0.0,0.0,0.0065542716,0.0,0.0,-0.001,0,0
1777318623999000,0.0,0.0,0.013697465,0.0,0.9999765,0.0,0.0,0.006848679,0.0,0.0,-0.001,0,0
1777318624039000,0.0,0.0,0.014063137,0.0,0.99997526,0.0,0.0,0.007031511,0.0,0.0,-0.001,0,0
1777318624095000,0.0,0.0,0.014306273,0.0,0.9999744,0.0,0.0,0.007153076,0.0,0.0,-0.001,0,0
1777318624143000,0.0,0.0,0.01451263,0.0,0.9999737,0.0,0.0,0.0072562527,0.0,0.0,-0.001,0,0
1777318624191000,0.0,0.0,0.014611088,0.0,0.99997336,0.0,0.0,0.00730548,0.0,0.0,-0.001,0,0
1777318624247000,0.0,0.0,0.014654591,0.0,0.9999732,0.0,0.0,0.00732723,0.0,0.0,-0.001,0,0
1777318624295000,0.0,0.0,0.014210417,0.0,0.9999747,0.0,0.0,0.007105149,0.0,0.0,-0.001,0,0
1777318624343000,0.0,0.0,0.013860309,0.0,0.999976,0.0,0.0,0.0069300993,0.0,0.0,-0.001,0,0
1777318624391000,0.0,0.0,0.01386763,0.0,0.999976,0.0,0.0,0.00693376,0.0,0.0,-0.001,0,0
1777318624439000,0.0,0.0,0.0142460605,0.0,0.9999746,0.0,0.0,0.00712297,0.0,0.0,-0.001,0,0
1777318624495000,0.0,0.0,0.014803367,0.0,0.9999726,0.0,0.0,0.0074016163,0.0,0.0,-0.001,0,0
1777318624543000,0.0,0.0,0.014969578,0.0,0.999972,0.0,0.0,0.00748472,0.0,0.0,-0.001,0,0
1777318624591000,0.0,0.0,0.015024434,0.0,0.9999718,0.0,0.0,0.0075121475,0.0,0.0,-0.001,0,0
1777318624639000,0.0,0.0,0.015036777,0.0,0.99997175,0.0,0.0,0.007518318,0.0,0.0,-0.001,0,0
1777318624695000,0.0,0.0,0.015125879,0.0,0.9999714,0.0,0.0,0.007562868,0.0,0.0,-0.001,0,0
1777318624743000,0.0,0.0,0.015423708,0.0,0.99997026,0.0,0.0,0.007711779,0.0,0.0,-0.001,0,0
1777318624791000,0.0,0.0,0.01541792,0.0,0.99997026,0.0,0.0,0.0077088843,0.0,0.0,-0.001,0,0
1777318624847000,0.0,0.0,0.015364438,0.0,0.9999705,0.0,0.0,0.007682144,0.0,0.0,-0.001,0,0
1777318624895000,0.0,0.0,0.015182573,0.0,0.9999712,0.0,0.0,0.007591215,0.0,0.0,-0.001,0,0
1777318624943000,0.0,0.0,0.014408358,0.0,0.9999741,0.0,0.0,0.0072041173,0.0,0.0,-0.001,0,0
1777318624991000,0.0,0.0,0.013495119,0.0,0.99997723,0.0,0.0,0.0067475094,0.0,0.0,-0.001,0,0
1777318625047000,0.0,0.0,0.0127237225,0.0,0.99997973,0.0,0.0,0.0063618184,0.0,0.0,-0.001,0,0
1777318625095000,0.0,0.0,0.012363418,0.0,0.99998087,0.0,0.0,0.0061816704,0.0,0.0,-0.001,0,0
1777318625143000,0.0,0.0,0.012235243,0.0,0.9999813,0.0,0.0,0.006117584,0.0,0.0,-0.001,0,0
1777318625191000,0.0,0.0,0.012250258,0.0,0.9999812,0.0,0.0,0.006125091,0.0,0.0,-0.001,0,0
1777318625239000,0.0,0.0,0.01231094,0.0,0.99998105,0.0,0.0,0.0061554317,0.0,0.0,-0.001,0,0
1777318625295000,0.0,0.0,0.0125339795,0.0,0.99998033,0.0,0.0,0.006266949,0.0,0.0,-0.001,0,0
1777318625343000,0.0,0.0,0.01291656,0.0,0.99997914,0.0,0.0,0.0064582354,0.0,0.0,-0.001,0,0
1777318625399000,0.0,0.0,0.01353103,0.0,0.9999771,0.0,0.0,0.006765464,0.0,0.0,-0.001,0,0
1777318625439000,0.0,0.0,0.013980047,0.0,0.99997556,0.0,0.0,0.0069899666,0.0,0.0,-0.001,0,0
1777318625495000,0.0,0.0,0.014541933,0.0,0.99997354,0.0,0.0,0.007270903,0.0,0.0,-0.001,0,0
1777318625543000,0.0,0.0,0.01501402,0.0,0.9999718,0.0,0.0,0.0075069396,0.0,0.0,-0.001,0,0
1777318625591000,0.0,0.0,0.015021827,0.0,0.9999718,0.0,0.0,0.007510843,0.0,0.0,-0.001,0,0
1777318625639000,0.0,0.0,0.015243158,0.0,0.999971,0.0,0.0,0.0076215053,0.0,0.0,-0.001,0,0
1777318625695000,0.0,0.0,0.015301652,0.0,0.99997073,0.0,0.0,0.0076507516,0.0,0.0,-0.001,0,0
1777318625743000,0.0,0.0,0.015245278,0.0,0.999971,0.0,0.0,0.007622566,0.0,0.0,-0.001,0,0
1777318625791000,0.0,0.0,0.014907676,0.0,0.9999722,0.0,0.0,0.007453769,0.0,0.0,-0.001,0,0
1777318625839000,0.0,0.0,0.014635716,0.0,0.99997324,0.0,0.0,0.0073177936,0.0,0.0,-0.001,0,0
1777318625895000,0.0,0.0,0.014836852,0.0,0.9999725,0.0,0.0,0.007418359,0.0,0.0,-0.001,0,0
1777318625943000,0.0,0.0,0.015199043,0.0,0.99997115,0.0,0.0,0.0075994493,0.0,0.0,-0.001,0,0
1777318625991000,0.0,0.0,0.015490736,0.0,0.99997,0.0,0.0,0.007745291,0.0,0.0,-0.001,0,0
